,lon,lat,datetime,precip,altitude
2432,73.5,25.25,1983-01-01,828.56995,354.0
2434,73.5,25.25,1985-01-01,415.6361,354.0
2435,73.5,25.25,1986-01-01,440.32318,354.0
2436,73.5,25.25,1987-01-01,287.1027,354.0
2437,73.5,25.25,1988-01-01,581.5426,354.0
2438,73.5,25.25,1989-01-01,542.26654,354.0
2439,73.5,25.25,1990-01-01,914.8131,354.0
2440,73.5,25.25,1991-01-01,389.14722,354.0
2441,73.5,25.25,1992-01-01,803.76385,354.0
2442,73.5,25.25,1993-01-01,393.3434,354.0
2443,73.5,25.25,1994-01-01,985.9861,354.0
2444,73.5,25.25,1995-01-01,560.9998,354.0
2445,73.5,25.25,1996-01-01,738.4663,354.0
2446,73.5,25.25,1997-01-01,776.07733,354.0
2447,73.5,25.25,1998-01-01,548.73145,354.0
2448,73.5,25.25,1999-01-01,408.38568,354.0
2449,73.5,25.25,2000-01-01,382.5882,354.0
2450,73.5,25.25,2001-01-01,497.4096,354.0
2451,73.5,25.25,2002-01-01,316.31873,354.0
2452,73.5,25.25,2003-01-01,512.5365,354.0
2453,73.5,25.25,2004-01-01,653.8491,354.0
2454,73.5,25.25,2005-01-01,626.77344,354.0
2455,73.5,25.25,2006-01-01,690.1126,354.0
2456,73.5,25.25,2007-01-01,673.686,354.0
2457,73.5,25.25,2008-01-01,486.91962,354.0
2458,73.5,25.25,2009-01-01,470.70142,354.0
2459,73.5,25.25,2010-01-01,810.848,354.0
2460,73.5,25.25,2011-01-01,912.7007,354.0
2461,73.5,25.25,2012-01-01,669.3548,354.0
2462,73.5,25.25,2013-01-01,800.64307,354.0
2463,73.5,25.25,2014-01-01,680.20465,354.0
2464,73.5,25.25,2015-01-01,732.2088,354.0
2465,73.5,25.25,2016-01-01,829.9876,354.0
2466,73.5,25.25,2017-01-01,605.1649,354.0
2467,73.5,25.25,2018-01-01,575.82733,354.0
2468,73.5,25.25,2019-01-01,910.3539,354.0
2469,73.5,25.25,2020-01-01,825.7272,354.0
2470,73.5,25.0,1983-01-01,824.7343,880.0
2472,73.5,25.0,1985-01-01,467.5365,880.0
2473,73.5,25.0,1986-01-01,476.6535,880.0
2474,73.5,25.0,1987-01-01,342.38895,880.0
2475,73.5,25.0,1988-01-01,592.7338,880.0
2476,73.5,25.0,1989-01-01,610.0107,880.0
2477,73.5,25.0,1990-01-01,959.5764,880.0
2478,73.5,25.0,1991-01-01,459.51447,880.0
2479,73.5,25.0,1992-01-01,801.0443,880.0
2480,73.5,25.0,1993-01-01,401.52032,880.0
2481,73.5,25.0,1994-01-01,1041.1052,880.0
2482,73.5,25.0,1995-01-01,574.9519,880.0
2483,73.5,25.0,1996-01-01,793.1329,880.0
2484,73.5,25.0,1997-01-01,779.2805,880.0
2485,73.5,25.0,1998-01-01,617.7422,880.0
2486,73.5,25.0,1999-01-01,441.5421,880.0
2487,73.5,25.0,2000-01-01,421.46185,880.0
2488,73.5,25.0,2001-01-01,562.25635,880.0
2489,73.5,25.0,2002-01-01,339.27325,880.0
2490,73.5,25.0,2003-01-01,590.80304,880.0
2491,73.5,25.0,2004-01-01,683.159,880.0
2492,73.5,25.0,2005-01-01,671.4291,880.0
2493,73.5,25.0,2006-01-01,797.4549,880.0
2494,73.5,25.0,2007-01-01,825.97485,880.0
2495,73.5,25.0,2008-01-01,554.7606,880.0
2496,73.5,25.0,2009-01-01,537.43134,880.0
2497,73.5,25.0,2010-01-01,821.8054,880.0
2498,73.5,25.0,2011-01-01,908.51416,880.0
2499,73.5,25.0,2012-01-01,716.5016,880.0
2500,73.5,25.0,2013-01-01,881.2359,880.0
2501,73.5,25.0,2014-01-01,761.70886,880.0
2502,73.5,25.0,2015-01-01,746.9218,880.0
2503,73.5,25.0,2016-01-01,901.22754,880.0
2504,73.5,25.0,2017-01-01,668.6492,880.0
2505,73.5,25.0,2018-01-01,616.68567,880.0
2506,73.5,25.0,2019-01-01,982.26404,880.0
2507,73.5,25.0,2020-01-01,800.6987,880.0
2508,73.5,24.75,1983-01-01,859.7141,883.0
2510,73.5,24.75,1985-01-01,501.02628,883.0
2511,73.5,24.75,1986-01-01,477.5006,883.0
2512,73.5,24.75,1987-01-01,376.4129,883.0
2513,73.5,24.75,1988-01-01,623.94,883.0
2514,73.5,24.75,1989-01-01,639.92505,883.0
2515,73.5,24.75,1990-01-01,1055.6464,883.0
2516,73.5,24.75,1991-01-01,507.27118,883.0
2517,73.5,24.75,1992-01-01,811.18353,883.0
2518,73.5,24.75,1993-01-01,471.93207,883.0
2519,73.5,24.75,1994-01-01,1076.3552,883.0
2520,73.5,24.75,1995-01-01,588.2165,883.0
2521,73.5,24.75,1996-01-01,835.8795,883.0
2522,73.5,24.75,1997-01-01,807.5894,883.0
2523,73.5,24.75,1998-01-01,684.86017,883.0
2524,73.5,24.75,1999-01-01,481.36554,883.0
2525,73.5,24.75,2000-01-01,473.37842,883.0
2526,73.5,24.75,2001-01-01,586.37665,883.0
2527,73.5,24.75,2002-01-01,360.5844,883.0
2528,73.5,24.75,2003-01-01,651.37646,883.0
2529,73.5,24.75,2004-01-01,738.936,883.0
2530,73.5,24.75,2005-01-01,827.69885,883.0
2531,73.5,24.75,2006-01-01,860.5082,883.0
2532,73.5,24.75,2007-01-01,861.1404,883.0
2533,73.5,24.75,2008-01-01,603.1652,883.0
2534,73.5,24.75,2009-01-01,580.3794,883.0
2535,73.5,24.75,2010-01-01,877.5976,883.0
2536,73.5,24.75,2011-01-01,987.37585,883.0
2537,73.5,24.75,2012-01-01,788.1398,883.0
2538,73.5,24.75,2013-01-01,910.20825,883.0
2539,73.5,24.75,2014-01-01,826.2654,883.0
2540,73.5,24.75,2015-01-01,827.64905,883.0
2541,73.5,24.75,2016-01-01,877.8052,883.0
2542,73.5,24.75,2017-01-01,732.2973,883.0
2543,73.5,24.75,2018-01-01,637.23724,883.0
2544,73.5,24.75,2019-01-01,1088.8779,883.0
2545,73.5,24.75,2020-01-01,855.35254,883.0
3838,73.75,25.5,1983-01-01,800.70605,347.0
3840,73.75,25.5,1985-01-01,431.80933,347.0
3841,73.75,25.5,1986-01-01,492.109,347.0
3842,73.75,25.5,1987-01-01,285.39383,347.0
3843,73.75,25.5,1988-01-01,538.8087,347.0
3844,73.75,25.5,1989-01-01,492.4308,347.0
3845,73.75,25.5,1990-01-01,898.491,347.0
3846,73.75,25.5,1991-01-01,368.0656,347.0
3847,73.75,25.5,1992-01-01,789.5839,347.0
3848,73.75,25.5,1993-01-01,390.5523,347.0
3849,73.75,25.5,1994-01-01,892.38043,347.0
3850,73.75,25.5,1995-01-01,617.27856,347.0
3851,73.75,25.5,1996-01-01,756.3823,347.0
3852,73.75,25.5,1997-01-01,852.6872,347.0
3853,73.75,25.5,1998-01-01,530.6636,347.0
3854,73.75,25.5,1999-01-01,343.45273,347.0
3855,73.75,25.5,2000-01-01,340.5916,347.0
3856,73.75,25.5,2001-01-01,494.78293,347.0
3857,73.75,25.5,2002-01-01,294.38147,347.0
3858,73.75,25.5,2003-01-01,533.44244,347.0
3859,73.75,25.5,2004-01-01,619.89923,347.0
3860,73.75,25.5,2005-01-01,569.58923,347.0
3861,73.75,25.5,2006-01-01,650.13763,347.0
3862,73.75,25.5,2007-01-01,675.6813,347.0
3863,73.75,25.5,2008-01-01,510.64368,347.0
3864,73.75,25.5,2009-01-01,497.9959,347.0
3865,73.75,25.5,2010-01-01,754.67566,347.0
3866,73.75,25.5,2011-01-01,902.63196,347.0
3867,73.75,25.5,2012-01-01,681.0897,347.0
3868,73.75,25.5,2013-01-01,779.81494,347.0
3869,73.75,25.5,2014-01-01,670.4838,347.0
3870,73.75,25.5,2015-01-01,728.79956,347.0
3871,73.75,25.5,2016-01-01,824.6627,347.0
3872,73.75,25.5,2017-01-01,533.33405,347.0
3873,73.75,25.5,2018-01-01,540.0212,347.0
3874,73.75,25.5,2019-01-01,832.7478,347.0
3875,73.75,25.5,2020-01-01,701.8888,347.0
3876,73.75,25.25,1983-01-01,843.48206,713.0
3878,73.75,25.25,1985-01-01,468.1869,713.0
3879,73.75,25.25,1986-01-01,511.31128,713.0
3880,73.75,25.25,1987-01-01,356.10376,713.0
3881,73.75,25.25,1988-01-01,581.5602,713.0
3882,73.75,25.25,1989-01-01,567.72955,713.0
3883,73.75,25.25,1990-01-01,924.0965,713.0
3884,73.75,25.25,1991-01-01,438.81506,713.0
3885,73.75,25.25,1992-01-01,797.0465,713.0
3886,73.75,25.25,1993-01-01,398.2495,713.0
3887,73.75,25.25,1994-01-01,1007.1162,713.0
3888,73.75,25.25,1995-01-01,632.3597,713.0
3889,73.75,25.25,1996-01-01,809.0455,713.0
3890,73.75,25.25,1997-01-01,830.6395,713.0
3891,73.75,25.25,1998-01-01,560.1705,713.0
3892,73.75,25.25,1999-01-01,429.55673,713.0
3893,73.75,25.25,2000-01-01,388.44806,713.0
3894,73.75,25.25,2001-01-01,550.27545,713.0
3895,73.75,25.25,2002-01-01,345.61142,713.0
3896,73.75,25.25,2003-01-01,563.50616,713.0
3897,73.75,25.25,2004-01-01,699.1539,713.0
3898,73.75,25.25,2005-01-01,641.8884,713.0
3899,73.75,25.25,2006-01-01,738.0846,713.0
3900,73.75,25.25,2007-01-01,752.1405,713.0
3901,73.75,25.25,2008-01-01,533.55334,713.0
3902,73.75,25.25,2009-01-01,555.97424,713.0
3903,73.75,25.25,2010-01-01,810.2836,713.0
3904,73.75,25.25,2011-01-01,903.0968,713.0
3905,73.75,25.25,2012-01-01,704.10065,713.0
3906,73.75,25.25,2013-01-01,874.5222,713.0
3907,73.75,25.25,2014-01-01,693.4202,713.0
3908,73.75,25.25,2015-01-01,743.7601,713.0
3909,73.75,25.25,2016-01-01,911.8157,713.0
3910,73.75,25.25,2017-01-01,626.8391,713.0
3911,73.75,25.25,2018-01-01,580.1246,713.0
3912,73.75,25.25,2019-01-01,923.79407,713.0
3913,73.75,25.25,2020-01-01,841.88544,713.0
3914,73.75,25.0,1983-01-01,847.11914,654.5
3916,73.75,25.0,1985-01-01,507.40466,654.5
3917,73.75,25.0,1986-01-01,536.92957,654.5
3918,73.75,25.0,1987-01-01,421.96027,654.5
3919,73.75,25.0,1988-01-01,654.30206,654.5
3920,73.75,25.0,1989-01-01,678.71936,654.5
3921,73.75,25.0,1990-01-01,992.8685,654.5
3922,73.75,25.0,1991-01-01,499.84857,654.5
3923,73.75,25.0,1992-01-01,788.9058,654.5
3924,73.75,25.0,1993-01-01,439.33362,654.5
3925,73.75,25.0,1994-01-01,1051.7365,654.5
3926,73.75,25.0,1995-01-01,593.9387,654.5
3927,73.75,25.0,1996-01-01,851.53503,654.5
3928,73.75,25.0,1997-01-01,782.32947,654.5
3929,73.75,25.0,1998-01-01,646.2675,654.5
3930,73.75,25.0,1999-01-01,460.9095,654.5
3931,73.75,25.0,2000-01-01,454.82654,654.5
3932,73.75,25.0,2001-01-01,608.0194,654.5
3933,73.75,25.0,2002-01-01,379.71844,654.5
3934,73.75,25.0,2003-01-01,583.12726,654.5
3935,73.75,25.0,2004-01-01,734.147,654.5
3936,73.75,25.0,2005-01-01,676.01025,654.5
3937,73.75,25.0,2006-01-01,838.8191,654.5
3938,73.75,25.0,2007-01-01,769.8761,654.5
3939,73.75,25.0,2008-01-01,612.6311,654.5
3940,73.75,25.0,2009-01-01,572.4357,654.5
3941,73.75,25.0,2010-01-01,828.765,654.5
3942,73.75,25.0,2011-01-01,874.56384,654.5
3943,73.75,25.0,2012-01-01,769.5046,654.5
3944,73.75,25.0,2013-01-01,973.37,654.5
3945,73.75,25.0,2014-01-01,764.80035,654.5
3946,73.75,25.0,2015-01-01,796.31433,654.5
3947,73.75,25.0,2016-01-01,960.8352,654.5
3948,73.75,25.0,2017-01-01,675.19403,654.5
3949,73.75,25.0,2018-01-01,606.3838,654.5
3950,73.75,25.0,2019-01-01,1039.2437,654.5
3951,73.75,25.0,2020-01-01,824.3074,654.5
3952,73.75,24.75,1983-01-01,886.76746,692.0
3954,73.75,24.75,1985-01-01,544.1035,692.0
3955,73.75,24.75,1986-01-01,540.51056,692.0
3956,73.75,24.75,1987-01-01,446.59708,692.0
3957,73.75,24.75,1988-01-01,663.1636,692.0
3958,73.75,24.75,1989-01-01,670.2358,692.0
3959,73.75,24.75,1990-01-01,1071.9222,692.0
3960,73.75,24.75,1991-01-01,538.00507,692.0
3961,73.75,24.75,1992-01-01,774.4593,692.0
3962,73.75,24.75,1993-01-01,517.39606,692.0
3963,73.75,24.75,1994-01-01,1095.9075,692.0
3964,73.75,24.75,1995-01-01,606.31287,692.0
3965,73.75,24.75,1996-01-01,920.3615,692.0
3966,73.75,24.75,1997-01-01,812.8811,692.0
3967,73.75,24.75,1998-01-01,698.79156,692.0
3968,73.75,24.75,1999-01-01,487.01733,692.0
3969,73.75,24.75,2000-01-01,495.63345,692.0
3970,73.75,24.75,2001-01-01,602.203,692.0
3971,73.75,24.75,2002-01-01,388.9615,692.0
3972,73.75,24.75,2003-01-01,655.1752,692.0
3973,73.75,24.75,2004-01-01,777.8402,692.0
3974,73.75,24.75,2005-01-01,780.6002,692.0
3975,73.75,24.75,2006-01-01,867.2481,692.0
3976,73.75,24.75,2007-01-01,830.5226,692.0
3977,73.75,24.75,2008-01-01,652.2693,692.0
3978,73.75,24.75,2009-01-01,615.8986,692.0
3979,73.75,24.75,2010-01-01,830.3341,692.0
3980,73.75,24.75,2011-01-01,967.7283,692.0
3981,73.75,24.75,2012-01-01,812.4864,692.0
3982,73.75,24.75,2013-01-01,949.22485,692.0
3983,73.75,24.75,2014-01-01,843.4148,692.0
3984,73.75,24.75,2015-01-01,817.60315,692.0
3985,73.75,24.75,2016-01-01,902.8138,692.0
3986,73.75,24.75,2017-01-01,710.85297,692.0
3987,73.75,24.75,2018-01-01,631.86664,692.0
3988,73.75,24.75,2019-01-01,1115.7617,692.0
3989,73.75,24.75,2020-01-01,817.56213,692.0
5244,74.0,25.75,1983-01-01,810.60706,631.0
5246,74.0,25.75,1985-01-01,414.27606,631.0
5247,74.0,25.75,1986-01-01,491.7051,631.0
5248,74.0,25.75,1987-01-01,272.59586,631.0
5249,74.0,25.75,1988-01-01,505.9137,631.0
5250,74.0,25.75,1989-01-01,465.52368,631.0
5251,74.0,25.75,1990-01-01,765.7451,631.0
5252,74.0,25.75,1991-01-01,432.49817,631.0
5253,74.0,25.75,1992-01-01,676.8705,631.0
5254,74.0,25.75,1993-01-01,405.8468,631.0
5255,74.0,25.75,1994-01-01,836.58105,631.0
5256,74.0,25.75,1995-01-01,619.16907,631.0
5257,74.0,25.75,1996-01-01,732.49884,631.0
5258,74.0,25.75,1997-01-01,791.71594,631.0
5259,74.0,25.75,1998-01-01,535.0527,631.0
5260,74.0,25.75,1999-01-01,357.58792,631.0
5261,74.0,25.75,2000-01-01,368.9668,631.0
5262,74.0,25.75,2001-01-01,512.91235,631.0
5263,74.0,25.75,2002-01-01,267.62814,631.0
5264,74.0,25.75,2003-01-01,523.2903,631.0
5265,74.0,25.75,2004-01-01,602.7395,631.0
5266,74.0,25.75,2005-01-01,523.0592,631.0
5267,74.0,25.75,2006-01-01,589.90063,631.0
5268,74.0,25.75,2007-01-01,706.8416,631.0
5269,74.0,25.75,2008-01-01,516.76385,631.0
5270,74.0,25.75,2009-01-01,481.21152,631.0
5271,74.0,25.75,2010-01-01,797.47375,631.0
5272,74.0,25.75,2011-01-01,971.3791,631.0
5273,74.0,25.75,2012-01-01,750.0974,631.0
5274,74.0,25.75,2013-01-01,756.64453,631.0
5275,74.0,25.75,2014-01-01,681.32666,631.0
5276,74.0,25.75,2015-01-01,738.616,631.0
5277,74.0,25.75,2016-01-01,836.84827,631.0
5278,74.0,25.75,2017-01-01,523.83295,631.0
5279,74.0,25.75,2018-01-01,537.7619,631.0
5280,74.0,25.75,2019-01-01,820.3524,631.0
5281,74.0,25.75,2020-01-01,579.58765,631.0
5282,74.0,25.5,1983-01-01,802.6423,627.0
5284,74.0,25.5,1985-01-01,457.32867,627.0
5285,74.0,25.5,1986-01-01,564.11646,627.0
5286,74.0,25.5,1987-01-01,337.73746,627.0
5287,74.0,25.5,1988-01-01,540.4541,627.0
5288,74.0,25.5,1989-01-01,532.1289,627.0
5289,74.0,25.5,1990-01-01,852.8787,627.0
5290,74.0,25.5,1991-01-01,431.30338,627.0
5291,74.0,25.5,1992-01-01,752.70654,627.0
5292,74.0,25.5,1993-01-01,398.92355,627.0
5293,74.0,25.5,1994-01-01,885.3965,627.0
5294,74.0,25.5,1995-01-01,653.5706,627.0
5295,74.0,25.5,1996-01-01,776.4885,627.0
5296,74.0,25.5,1997-01-01,854.89185,627.0
5297,74.0,25.5,1998-01-01,579.94635,627.0
5298,74.0,25.5,1999-01-01,380.16797,627.0
5299,74.0,25.5,2000-01-01,384.47797,627.0
5300,74.0,25.5,2001-01-01,517.49347,627.0
5301,74.0,25.5,2002-01-01,276.8343,627.0
5302,74.0,25.5,2003-01-01,552.28644,627.0
5303,74.0,25.5,2004-01-01,674.4453,627.0
5304,74.0,25.5,2005-01-01,582.4259,627.0
5305,74.0,25.5,2006-01-01,669.6176,627.0
5306,74.0,25.5,2007-01-01,686.72034,627.0
5307,74.0,25.5,2008-01-01,529.83997,627.0
5308,74.0,25.5,2009-01-01,529.1296,627.0
5309,74.0,25.5,2010-01-01,834.52747,627.0
5310,74.0,25.5,2011-01-01,918.2916,627.0
5311,74.0,25.5,2012-01-01,719.63104,627.0
5312,74.0,25.5,2013-01-01,855.1516,627.0
5313,74.0,25.5,2014-01-01,690.0739,627.0
5314,74.0,25.5,2015-01-01,773.3413,627.0
5315,74.0,25.5,2016-01-01,839.5017,627.0
5316,74.0,25.5,2017-01-01,577.9024,627.0
5317,74.0,25.5,2018-01-01,560.40076,627.0
5318,74.0,25.5,2019-01-01,929.01,627.0
5319,74.0,25.5,2020-01-01,676.62354,627.0
5320,74.0,25.25,1983-01-01,865.67004,556.0
5322,74.0,25.25,1985-01-01,492.47614,556.0
5323,74.0,25.25,1986-01-01,587.1738,556.0
5324,74.0,25.25,1987-01-01,391.7932,556.0
5325,74.0,25.25,1988-01-01,587.87537,556.0
5326,74.0,25.25,1989-01-01,599.15405,556.0
5327,74.0,25.25,1990-01-01,960.2437,556.0
5328,74.0,25.25,1991-01-01,467.27704,556.0
5329,74.0,25.25,1992-01-01,760.37195,556.0
5330,74.0,25.25,1993-01-01,454.01373,556.0
5331,74.0,25.25,1994-01-01,988.1189,556.0
5332,74.0,25.25,1995-01-01,652.8683,556.0
5333,74.0,25.25,1996-01-01,838.8788,556.0
5334,74.0,25.25,1997-01-01,834.09106,556.0
5335,74.0,25.25,1998-01-01,561.6449,556.0
5336,74.0,25.25,1999-01-01,428.91516,556.0
5337,74.0,25.25,2000-01-01,442.47504,556.0
5338,74.0,25.25,2001-01-01,577.6946,556.0
5339,74.0,25.25,2002-01-01,316.81738,556.0
5340,74.0,25.25,2003-01-01,569.8466,556.0
5341,74.0,25.25,2004-01-01,768.8595,556.0
5342,74.0,25.25,2005-01-01,628.19995,556.0
5343,74.0,25.25,2006-01-01,766.4098,556.0
5344,74.0,25.25,2007-01-01,705.3697,556.0
5345,74.0,25.25,2008-01-01,571.1639,556.0
5346,74.0,25.25,2009-01-01,524.06055,556.0
5347,74.0,25.25,2010-01-01,862.34045,556.0
5348,74.0,25.25,2011-01-01,920.301,556.0
5349,74.0,25.25,2012-01-01,725.4979,556.0
5350,74.0,25.25,2013-01-01,979.09326,556.0
5351,74.0,25.25,2014-01-01,693.617,556.0
5352,74.0,25.25,2015-01-01,776.4513,556.0
5353,74.0,25.25,2016-01-01,939.92163,556.0
5354,74.0,25.25,2017-01-01,631.3106,556.0
5355,74.0,25.25,2018-01-01,599.4245,556.0
5356,74.0,25.25,2019-01-01,1055.5319,556.0
5357,74.0,25.25,2020-01-01,794.93317,556.0
5358,74.0,25.0,1983-01-01,827.0908,536.0
5360,74.0,25.0,1985-01-01,557.72186,536.0
5361,74.0,25.0,1986-01-01,630.0414,536.0
5362,74.0,25.0,1987-01-01,462.91727,536.0
5363,74.0,25.0,1988-01-01,681.74304,536.0
5364,74.0,25.0,1989-01-01,661.294,536.0
5365,74.0,25.0,1990-01-01,1015.47424,536.0
5366,74.0,25.0,1991-01-01,557.59143,536.0
5367,74.0,25.0,1992-01-01,742.9318,536.0
5368,74.0,25.0,1993-01-01,483.39618,536.0
5369,74.0,25.0,1994-01-01,1075.0387,536.0
5370,74.0,25.0,1995-01-01,637.80316,536.0
5371,74.0,25.0,1996-01-01,909.871,536.0
5372,74.0,25.0,1997-01-01,817.0853,536.0
5373,74.0,25.0,1998-01-01,643.8537,536.0
5374,74.0,25.0,1999-01-01,476.2555,536.0
5375,74.0,25.0,2000-01-01,465.88065,536.0
5376,74.0,25.0,2001-01-01,640.54816,536.0
5377,74.0,25.0,2002-01-01,374.37872,536.0
5378,74.0,25.0,2003-01-01,644.6977,536.0
5379,74.0,25.0,2004-01-01,774.0952,536.0
5380,74.0,25.0,2005-01-01,678.6127,536.0
5381,74.0,25.0,2006-01-01,841.6571,536.0
5382,74.0,25.0,2007-01-01,723.06,536.0
5383,74.0,25.0,2008-01-01,603.285,536.0
5384,74.0,25.0,2009-01-01,574.657,536.0
5385,74.0,25.0,2010-01-01,883.8336,536.0
5386,74.0,25.0,2011-01-01,919.1658,536.0
5387,74.0,25.0,2012-01-01,790.77814,536.0
5388,74.0,25.0,2013-01-01,1048.134,536.0
5389,74.0,25.0,2014-01-01,729.4402,536.0
5390,74.0,25.0,2015-01-01,815.95667,536.0
5391,74.0,25.0,2016-01-01,948.02026,536.0
5392,74.0,25.0,2017-01-01,679.59894,536.0
5393,74.0,25.0,2018-01-01,617.41724,536.0
5394,74.0,25.0,2019-01-01,1121.7634,536.0
5395,74.0,25.0,2020-01-01,804.61865,536.0
5396,74.0,24.75,1983-01-01,863.16077,495.0
5398,74.0,24.75,1985-01-01,593.2748,495.0
5399,74.0,24.75,1986-01-01,639.7544,495.0
5400,74.0,24.75,1987-01-01,512.9204,495.0
5401,74.0,24.75,1988-01-01,699.83624,495.0
5402,74.0,24.75,1989-01-01,686.5022,495.0
5403,74.0,24.75,1990-01-01,1053.6736,495.0
5404,74.0,24.75,1991-01-01,573.04474,495.0
5405,74.0,24.75,1992-01-01,807.6914,495.0
5406,74.0,24.75,1993-01-01,544.9938,495.0
5407,74.0,24.75,1994-01-01,1145.2098,495.0
5408,74.0,24.75,1995-01-01,632.7305,495.0
5409,74.0,24.75,1996-01-01,975.43115,495.0
5410,74.0,24.75,1997-01-01,866.39453,495.0
5411,74.0,24.75,1998-01-01,615.7017,495.0
5412,74.0,24.75,1999-01-01,519.68945,495.0
5413,74.0,24.75,2000-01-01,488.8155,495.0
5414,74.0,24.75,2001-01-01,678.9487,495.0
5415,74.0,24.75,2002-01-01,398.1147,495.0
5416,74.0,24.75,2003-01-01,711.5469,495.0
5417,74.0,24.75,2004-01-01,787.9685,495.0
5418,74.0,24.75,2005-01-01,763.97626,495.0
5419,74.0,24.75,2006-01-01,841.4739,495.0
5420,74.0,24.75,2007-01-01,821.38794,495.0
5421,74.0,24.75,2008-01-01,679.1987,495.0
5422,74.0,24.75,2009-01-01,621.9332,495.0
5423,74.0,24.75,2010-01-01,814.56934,495.0
5424,74.0,24.75,2011-01-01,972.2144,495.0
5425,74.0,24.75,2012-01-01,807.1594,495.0
5426,74.0,24.75,2013-01-01,1031.3575,495.0
5427,74.0,24.75,2014-01-01,810.1045,495.0
5428,74.0,24.75,2015-01-01,806.8655,495.0
5429,74.0,24.75,2016-01-01,939.448,495.0
5430,74.0,24.75,2017-01-01,745.84467,495.0
5431,74.0,24.75,2018-01-01,659.09186,495.0
5432,74.0,24.75,2019-01-01,1218.267,495.0
5433,74.0,24.75,2020-01-01,800.52484,495.0
6650,74.25,26.0,1983-01-01,758.7817,497.0
6652,74.25,26.0,1985-01-01,398.46655,497.0
6653,74.25,26.0,1986-01-01,489.60272,497.0
6654,74.25,26.0,1987-01-01,257.20178,497.0
6655,74.25,26.0,1988-01-01,464.76224,497.0
6656,74.25,26.0,1989-01-01,441.39008,497.0
6657,74.25,26.0,1990-01-01,664.62695,497.0
6658,74.25,26.0,1991-01-01,418.34778,497.0
6659,74.25,26.0,1992-01-01,633.4286,497.0
6660,74.25,26.0,1993-01-01,417.38403,497.0
6661,74.25,26.0,1994-01-01,773.8406,497.0
6662,74.25,26.0,1995-01-01,626.82654,497.0
6663,74.25,26.0,1996-01-01,700.5321,497.0
6664,74.25,26.0,1997-01-01,739.3357,497.0
6665,74.25,26.0,1998-01-01,578.26215,497.0
6666,74.25,26.0,1999-01-01,358.90622,497.0
6667,74.25,26.0,2000-01-01,388.03503,497.0
6668,74.25,26.0,2001-01-01,516.5995,497.0
6669,74.25,26.0,2002-01-01,212.44469,497.0
6670,74.25,26.0,2003-01-01,551.1053,497.0
6671,74.25,26.0,2004-01-01,537.67426,497.0
6672,74.25,26.0,2005-01-01,485.6346,497.0
6673,74.25,26.0,2006-01-01,490.2118,497.0
6674,74.25,26.0,2007-01-01,664.90826,497.0
6675,74.25,26.0,2008-01-01,544.8792,497.0
6676,74.25,26.0,2009-01-01,408.57178,497.0
6677,74.25,26.0,2010-01-01,808.03235,497.0
6678,74.25,26.0,2011-01-01,896.2235,497.0
6679,74.25,26.0,2012-01-01,814.3168,497.0
6680,74.25,26.0,2013-01-01,878.4816,497.0
6681,74.25,26.0,2014-01-01,720.133,497.0
6682,74.25,26.0,2015-01-01,734.24023,497.0
6683,74.25,26.0,2016-01-01,813.18945,497.0
6684,74.25,26.0,2017-01-01,477.29333,497.0
6685,74.25,26.0,2018-01-01,539.7903,497.0
6686,74.25,26.0,2019-01-01,814.8986,497.0
6687,74.25,26.0,2020-01-01,560.4375,497.0
6688,74.25,25.75,1983-01-01,769.1533,515.0
6690,74.25,25.75,1985-01-01,433.1745,515.0
6691,74.25,25.75,1986-01-01,548.0084,515.0
6692,74.25,25.75,1987-01-01,307.4677,515.0
6693,74.25,25.75,1988-01-01,533.3949,515.0
6694,74.25,25.75,1989-01-01,483.78046,515.0
6695,74.25,25.75,1990-01-01,702.65247,515.0
6696,74.25,25.75,1991-01-01,471.1233,515.0
6697,74.25,25.75,1992-01-01,646.2231,515.0
6698,74.25,25.75,1993-01-01,414.91492,515.0
6699,74.25,25.75,1994-01-01,858.49036,515.0
6700,74.25,25.75,1995-01-01,638.4643,515.0
6701,74.25,25.75,1996-01-01,743.5769,515.0
6702,74.25,25.75,1997-01-01,815.69653,515.0
6703,74.25,25.75,1998-01-01,554.3183,515.0
6704,74.25,25.75,1999-01-01,378.00497,515.0
6705,74.25,25.75,2000-01-01,420.4707,515.0
6706,74.25,25.75,2001-01-01,539.3632,515.0
6707,74.25,25.75,2002-01-01,234.90018,515.0
6708,74.25,25.75,2003-01-01,530.57733,515.0
6709,74.25,25.75,2004-01-01,604.79803,515.0
6710,74.25,25.75,2005-01-01,549.33276,515.0
6711,74.25,25.75,2006-01-01,619.77686,515.0
6712,74.25,25.75,2007-01-01,730.60815,515.0
6713,74.25,25.75,2008-01-01,568.00586,515.0
6714,74.25,25.75,2009-01-01,470.7984,515.0
6715,74.25,25.75,2010-01-01,818.8794,515.0
6716,74.25,25.75,2011-01-01,975.67725,515.0
6717,74.25,25.75,2012-01-01,790.78174,515.0
6718,74.25,25.75,2013-01-01,886.7092,515.0
6719,74.25,25.75,2014-01-01,692.979,515.0
6720,74.25,25.75,2015-01-01,753.746,515.0
6721,74.25,25.75,2016-01-01,852.6531,515.0
6722,74.25,25.75,2017-01-01,522.1464,515.0
6723,74.25,25.75,2018-01-01,600.1626,515.0
6724,74.25,25.75,2019-01-01,930.21313,515.0
6725,74.25,25.75,2020-01-01,608.5102,515.0
